By downloading this data it is implied that you have read and agreed to the Disclaimer Document
and will abide by its terms and conditions.

This report was generated at 06:07:25 on 19 June 2017.

WELL HEADER DATA
ORDERED BY WELL NAME
WELL NAME,WELL ALIAS,ENO,UNO,STATE,LATITUDE(Dec Deg;GDA94),LONGITUDE(Dec Deg;GDA94),UTM ZONE,EASTING,NORTHING,ORIGINAL GEOGRAPHIC DATUM,BASIN/SUB-BASIN (WCR),BASIN/SUB-BASIN (GA),WELL STATUS,TOTAL DEPTH DATE,TOTAL DEPTH(mKB),WELL TYPE,PLATFORM,FIELD,LOCATION,ELEVATION/WATER DEPTH(m),TITLE,LAW,OPERATOR,CONTRACTOR,RIGMAKE/RIGMODEL,SPUD DATE,RIG RELEASE DATE,KELLY BUSHING/ROTARY TABLE,KB/RT HEIGHT(m),REMARK,OBJECTIVE (WCR),SUMMARY (WCR),RESFACS_SAMPLES,ORGCHEM_SAMPLES,STRATDAT_SAMPLES,CUTTINGS,CONVENTIONAL_CORES,UNSPECIFIED_CORES,SIDEWALL_BULLET_CORES,SIDEWALL_MECHANICAL_CORES
"Augustus 1","",5878,"W8900034","AC",-11.6906841,124.9541243,Longitude / Latitude (GDA 94),51,713001.809,"8706913.317","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","09-JAN-1991",3555,"exploration","","none","off",-297,"AC/P11","PSLA","Western Mining Corporation Ltd","Zapata","","04-DEC-1990","17-JAN-1991","rotary table",29,"Minor gas 3320 - 3340m? and oil 3504.7 - 3508m.Plugged and abandoned, dry. PTD 3476m. Minor gas 3320 - 3340m and oil 3504.7 - 3508m. Augustus 1 successfully drilled to its target of Plover Fm sandstones. The well penetrated a Cretaceous to Tertiary sedimentary section in a generally predicted stratigraphic succession. The top Swan Gp (U Vulcan Fm) was intersected 80m shallower and the top Troughton Gp (Plover Fm) 181.5m deeper than predicted. There was no sandstone development observed in the Tithonian section of the U Vulcan Fm. Logging revealed sands of poor to fair reservoir quality in the Plover Fm. 3m residual hydrocarbon column was encountered between 3504.7 and 3508m (top Plover Fm). Oil extracts had different biomarker characteristics and were more mature than the source interval. This suggested migration from more deeply buried Upper Jurassic source rock to the west. It was initially proposed to sidetrack the hole to test the possibility of an updip hydrocarbon accumulation. However, probability of encountering a commercial hydrocarbon accumulation updip from the current well location seemed very low, and it was instead decided to plug and abandon Augustus 1.Augustus 1 was drilled in the eastern part of AC/P11, Timor Sea, in the Vulcan Sub-basin. It is located on the eastern flank of the Cartier Trough, 10km north of Douglas 1, 16km NNE of Octavius 1 and 8km SW of Oliver 1. Well was sited at CDP 445 on seismic line KM90-115, which might have been shot during the Kym Marine Seismic Survey (See PSLA No 90/01, UNO S8900021). GPS satellite system was used for well positioning. The results were converted from the WGS84 datum to AGD66 using the following block shift values: AGD66(lat) = WGS84(lat) + (-5.000) secs and AGD66(long) = WGS84(long) - 4.460 secs. AGD66 parameters were: semi-major axis 6378160m, inverse flattening 298.25m. Final location: AGD66 Zone 51, E 712865.00m, N 8706757.15m.","Petroleum","","713","73","60","0","0","0","73","0"
"Banka Banka 1","",7940,"W8980006","AC",-11.0949903,125.3391083,Longitude / Latitude (GDA 94),51,755517.184,"8772513.296","Bonaparte Basin;Northern Bonaparte Basin/Sahul Syncline;Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","09-JUN-1998",2775,"exploration","","none","off",-438.6,"AC/P15","PSLA","Santos Limited","Atwood Oceanics","","20-MAY-1998","16-JUN-1998","rotary table",21,"Banka Banka 1 was drilled as an offshore wildcat to test the hydrocarbon potential of the Callovian Age Plover Formation. The Plover Formation the primary target for the well was intesected at 2651m TVD which was 115m low to the prognosed depth. No significant gas of fluorescence shows were observed while drilling. Measurement While Drilling (MWD) data did not exhibit any log anomaly after penertrating the primary target and hence coring operations were cancelled. No fluorescence was observed in any of the sidewall cores. Banka Banka 1 was forth well drilled in Santos's offshore programm utilising the semi-submersable rig 'Southern Cross'. Only minimal time was lost due to rig downtime. Banka Banka 1 was drilled as a vertical well. After Suite 2 logs at a total depth the well was plugged and abandoned and the rig released at 19:30 hours on the 16th June, 1998.Offshore Timor Sea: NW extremity of the Bonaparte Basin between the proterozoic Kimberly of mainland Australia and Timor. Banka Banka 1 located in the central region of AC/P15 is approximately 10 km North of Voltaire 1.","Petroleum","","20","32","54","20","0","0","12","0"
"Bassett 1","",8906,"W8780003","AC",-13.31021,123.426491,Longitude / Latitude (GDA 94),51,546191.533,"8528519.33","Browse Basin/Caswell Sub-basin","Browse Basin","abandoned","05-JUN-1978",949,"exploration","","none","off",-363,"NT-P5 R1","PSLA","Woodside Petroleum","Atwood Oceanics","","26-MAY-1978","28-JUL-1978","rotary table",8,"Respudded as Bassett 1A due to mechanical problems.Bassett 1 was spudded 26/5/78. The well encountered drilling problems and was plugged and abandoned. The rig was moved 36.5m to the east to the Bassett 1A location.","Petroleum","","13","","","0","0","0","0","0"
"Bassett 1A","",8907,"W8780002","AC",-13.31021,123.4264908,Longitude / Latitude (GDA 94),51,546191.511,"8528519.33","Browse Basin/Caswell Sub-basin","Browse Basin","abandoned","23-JUL-1978",2706,"exploration","","none","off",-364,"NT-P5 R1","PSLA","Woodside Petroleum","Atwood Oceanics","","19-JUN-1978","28-JUL-1978","rotary table",8,"Respud of Bassett 1.The Tertiary section penetrated between 416 and 1943m, is represented mainly by sandstones with calcarenites and minor dolomites and claystones. Cretaceous sediments occur between 1943m and TD (2706m). The uppermost part of the Cretaceous consists dominantly of sandstones. Beneath this, down to the intra-Cretaceous unconformity at 2669m, marls and claystones predominate. Below the unconformity to total depth the lithology is characterised by non-calcerous claystone. No significant hydrocarbon shows were encountered and the well was plugged and abandoned as a dry well.Bassett 1A is located offshore in the Browse Basin, Northern Territory.","Petroleum","","32","55","66","55","0","0","0","0"
"Bilyara 1","",9131,"W8880013","AC",-12.6832771,124.5071455,Longitude / Latitude (GDA 94),51,663658.849,"8597416.362","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","13-SEP-1988",2754,"exploration","","Bilyara","off",-88.4,"AC/P7","PSLA","BHP Petroleum Pty Ltd","Zapata","","03-AUG-1988","08-NOV-1988","kelly bushing",27,"Bilyara 1 penetrated stratigraphic sequences identical to Montara 1.Bilyara-1 penetrated stratigraphic sequences identical to Montara-1. A gas column was identified from 2598-2638.5 mRKB with a gas-oil contact (GOC) at 2611.5 mTVDSS (2606 mTVDSS in Montara-1). However, the interval below 2638.5 m consists of a gradational change from a clean, well sorted sandstone to a highly bioturbated argillaceous sandstone. Cores showed 100% fluorescence from 2638.5-2649 mRKB (corrected depth). RFT pressure gradient plots could not define an oil gradient due to sample points being tight or supercharged. Extrapolated from the lower water bearing sand, an oil-water contact was intersected at 2644 mRKB (-2617 mTVDSS). This inconsistency, which also occured in Montara-1 in a similar silty section, could not provide a definitive oil water contact. Consequently, the sidetrack well (Bilyara-1ST) was projected 300 m downdip to the southeast to intersect the OWC in the clean reservoir sand section. No cores were cut in the sidetrack. Bilyara-1ST intersected the reservoir sand at 2688.5 mRKB(-2595mTVDSS) which is 24.5m downdip. Final integration of the results of Bilyara-1 and Bilyara-1ST results concluded that a 46.5m gas column (2565 - 2611.5 mSS), 3m oil column (2611.5 - 2614.5 mSS) and a residual oil column (2614.5 - 2629 mSS) were trapped in the Bilyara structure. Geochemical analysis (vitrinite reflectance) shows source rock characteristics for the Oxfordian shales are similar to those in Montara-1. The mixed source rock facies are likely to produce both oil and gas. Maturity analysis (kinetic modelling and vitrinite reflectance) suggests that the Late Oxfordian marine shale unit is generally immature within the vicinity of the Montara Arch and is interpreted to lie just above the oil window. The mature oil present is thus believed to be sourced from the mature sequences buried deeper towards the south and north of the Montara Arch.Located 2.9km west of Montara-1 and 17.4km southeast of Swift-1.","Petroleum","","1241","","35","0","0","0","0","0"
"Bilyara 1 ST1","",9132,"W8880043","AC",-12.6832771,124.5071455,Longitude / Latitude (GDA 94),51,663658.849,"8597416.362","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","06-OCT-1988",2836,"exploration","","Bilyara","off",-88.4,"AC/P7","PSLA","BHP Petroleum Pty Ltd","Zapata","","23-SEP-1988","08-NOV-1988","kelly bushing",27,"Summary for Bilyara-1 and Bilyara-1ST is with Bilyara-1 (W8880013).The well was located on Line VS-25A, SP 850; 2.9km west of Montara-1 and 17.4km southeast of Swift-1.","Petroleum","","292","44","","16","0","7","21","0"
"Birch 1","",9148,"W8900018","AC",-12.45933,124.4966167,Longitude / Latitude (GDA 94),51,662656.175,"8622195.31","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","15-JUL-1990",2001,"exploration","","none","off",-90,"AC/L4","PSLA","BHP Petroleum Pty Ltd","Diamond M","","03-JUL-1990","09-AUG-1990","rotary table",22,"Plugged and abandoned after recovering 0.2 cu m gas and 6 litres oil. Birch 1 was sidetracked due to mechanical problems.PD 2001m, KO 1765m. The well was dry because at the primary objective level an 82m thick argillaceous siltstone subcropped the Base Cretaceous Unconformity instead of the prognosed clean, reservoir quality ssts. The well took a kick while running in the hole after entering the top of the Puffin formation at 1977mRT and drilling to a depth of 2001mRT. Wireline logs over this interval indicate no hydrocarbon anomalies associated with the two sst packages intersected between these depths. It is therefore believed that the overlying Paleocene carbonates of the Johnson Fm contain the hydrocarbons responsible for the kick. Potential reservoirs exit in the Plover Fm, Lower Vulcan Fm, Puffin Fm and in sandstones of the Woodbine Gp. A total 189m of Plover Fm was intersected in Birch-1St. An average porosity of 16.7% and a nett:gross of 51.1% for a porosity cutoff of 15% is calculated for logs for the Plover Fm. Lower Vulcan Fm sst have an average porosity of 16% with a nett:gross of 5.5% for a porosity cutoff of 15% and a Vsh cutoff of 50%. A gross interval of 76m of sst was intersected at the top of the Puffin Fm with an average porosity of 25.7% with a nett: gross of 24.3% using a porosity cutoff of 20%. A hydrocarbon bearing interval was intersected between 2039m to 2041.5m. Average water saturatuion for the interval was calculated at 53.9%. Oil was recovered by RFT.Birch 1 is located in the Timor Sea, 5.7km NE of Skua 5, 10km NNE of Swift 1 and approx 650km W of Darwin. GPS was used for navigation. Coordinates were converted from WGS84 to AGD66 by using the following block shift: Latitiude + -5.00 secs Longitude -4.460 secs. Final location: Eastings: 662519.11m, Northings: 8622038.77m, rig heading 104 degrees.","Petroleum","","14","","10","0","0","0","0","0"
"Birch 1 ST1","",9149,"W8900027","AC",-12.45933,124.4966167,Longitude / Latitude (GDA 94),51,662656.175,"8622195.31","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","01-AUG-1990",2822,"exploration","","Birch","off",-90,"AC/L4","PSLA","BHP Petroleum Pty Ltd","Diamond M","","19-JUL-1990","09-AUG-1990","rotary table",22,"Plugged and abandoned after recovering 0.2 cu m gas and 6 litres oil. Birch 1 was sidetracked due to mechanical problems.PD 2001m, KO 1765m. The well was dry because at the primary objective level an 82m thick argillaceous siltstone subcropped the Base Cretaceous Unconformity instead of the prognosed clean, reservoir quality ssts. The well took a kick while running in the hole after entering the top of the Puffin formation at 1977mRT and drilling to a depth of 2001mRT. Wireline logs over this interval indicate no hydrocarbon anomalies associated with the two sst packages intersected between these depths. It is therefore believed that the overlying Paleocene carbonates of the Johnson Fm contain the hydrocarbons responsible for the kick. Potential reservoirs exit in the Plover Fm, Lower Vulcan Fm, Puffin Fm and in sandstones of the Woodbine Gp. A total 189m of Plover Fm was intersected in Birch-1St. An average porosity of 16.7% and a nett:gross of 51.1% for a porosity cutoff of 15% is calculated for logs for the Plover Fm. Lower Vulcan Fm sst have an average porosity of 16% with a nett:gross of 5.5% for a porosity cutoff of 15% and a Vsh cutoff of 50%. A gross interval of 76m of sst was intersected at the top of the Puffin Fm with an average porosity of 25.7% with a nett: gross of 24.3% using a porosity cutoff of 20%. A hydrocarbon bearing interval was intersected between 2039m to 2041.5m. Average water saturatuion for the interval was calculated at 53.9%. Oil was recovered by RFT.Birch 1 is located in the Timor Sea, 5.7km NE of Skua 5, 10km NNE of Swift 1 and approx 650km W of Darwin. GPS was used for navigation. Coordinates were converted from WGS84 to AGD66 by using the following block shift: Latitiude + -5.00 secs Longitude -4.460 secs. Final location: Eastings: 662519.11m, Northings: 8622038.77m, rig heading 104 degrees.","Petroleum","","144","44","71","0","0","0","44","0"
"Bodacious 1","",9224,"W8200109","AC",-11.8625736,124.9100034,Longitude / Latitude (GDA 94),51,708061.481,"8687929.547","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","10-DEC-2001",1872,"exploration","","none","off",-160.9,"AC/P17","PSLA","OMV Timor Sea Pty Ltd","Diamond Offshore","","06-DEC-2001","16-JAN-2002","rotary table",20,"Bodacious-1 was drilled as an exploration well within the AC/P17 permit in the northern part ofthe Vulcan Sub-basin, approximately one kilometre to the southeast of the Tenacious oil pool.Bodacious-1 was spudded at 17:00hrs on 6 December 2001.The 762mm (30x20) surface casing was set at 214.5mRT and the 406mm (16) hole sectionwas drilled riserless to 1872mRT with intermittent lost circulation and returns to the seafloor.Prior to running 340mm (13 3/8) casing, tight hole conditions were experienced and the drillpipe became stuck at 1550mRT while pulling out of the hole. The drill pipe was cut usingwireline pipe severing charges. The well was plugged back to 1330mRT and sidetracked.Bodacious 1 was spudded on 6/12/01. The drill string became stuck at 1550m RT, then plugged back to 1330m RT for sidetracking. No ditch cuttings samples, sidewall cores, conventional cores, wireline logs or wireline fluid samples were acquired, thus no evidence of hydrocarbons was found. No gas shows were encountered.Bodacious 1 is located 500m SE of Octavius 2, 1km SE of Tenacious 1 and 2km E of Tanacious West 1.","Petroleum","","2","","","0","0","0","0","0"
"Bodacious 1 ST1","",9225,"W8200111","AC",-11.8625736,124.9100034,Longitude / Latitude (GDA 94),51,708061.481,"8687929.547","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","17-DEC-2001",1475,"exploration","","none","off",-160.9,"AC/P17","PSLA","OMV Timor Sea Pty Ltd","Diamond Offshore","","15-DEC-2001","16-JAN-2002","rotary table",20,"Bodacious-1/ST-1 was kicked off from the top of cement at 1330m with a steerable assembly butafter drilling 32m to 1343m, a failure in the drill string occurred which resulted in the entire bottomholeassembly being left in the hole. The fish was recovered and drilling of the 406mm (16) holecontinued to 1475m when a lost circulation zone was encountered and the drill string becamestuck. After several unsuccessful attempts to free the pipe, the drill string was backed off at 1260mand a cement plug was set from 265m to 215m and Bodacious-1/ST-1 was abandoned.There were no ditch cuttings samples or mud gas recordings from the Bodacious-1 and Bodacious-1/ST-1 boreholes as there was no riser installed. Consequently, there were no oil or gas shows.Further, no wireline log data was acquired from the Bodacious-1 and Bodacious-1/ST-1 boreholes.There was FEWD log data acquired through the 406mm (16) hole section in Bodacious-1/ST-1.The log data did not provide any evidence of the presence of hydrocarbons.Respudded as Bodacious 1A.Bodoacious 1 ST1 was kicked off at a depth of 1330m RT and reached a total depth of 1475m RT. No ditch cuttings samples, sidewall cores, conventional cores, wireline logs or wireline fluid samples were acquired, thus no evidence of hydrocarbons was found. No gas shows were encountered. The well was plugged and abandoned 18/12/01.Bodacious 1 is located 500m SE of Octavius 2, 1km SE of Tenacious 1 and 2km E of Tanacious West 1.","Petroleum","","4","","","0","0","0","0","0"
